content,score
"aplikasi ini bagus, tapi kembalikan lah filter metal, saya sangat suka dengan filter itu, saya bingung kenapa alasan filter ini di hapus padahal filter nya sangat bagus, jadi tolong kembalikan filter itu",2
baguss saya menyukai nya 😁😁,5
"sudah di retas hp ini , tdk mungkin aku kasih data ku",1
woi gw kenapa g bisa update,1
ok,5
sangat enak untuk kaum rebahan,4
tambah parah nih aplikasi downlod aja loding bngt😓,5
0halo bagus banget aplikasih nya tapi tolong yang orang buat video aneh aneh hapus aja banyak anak kecil soalnya dan orang orang pengen vn di tiktok coba aktifin aja plis jangan butuh update dulu ya terimakasih banyak🙏🙏,5
tolong kurangi iklan,5
mantap,5
membantu,4
cocok untuk yang pengen cari uang,4
Sangat memuaskan Ya,5
How come my TikTok hasn't been updated like other people?,5
"Tolong bug Menu Pencarian diperbaiki. setiap lagi di pencarian video yang diputar dan lanjut scroll suara video pertama masih kedengaran, dan suara jadi double. bahkan setiap keluar aplikasi suara latar belakang masih ada. dan harus close app tiktok baru normal kembali. tolong diperbaiki, itu bug sangat menggangu.",1
Sudah di update gk bisa dibuka..apa masalah ini,1
hadiannya banyakin dong biar tambah seru,5
👍baguss,5
masalah di fitur² kadang ada kadang tidak ada,2
ketika searching sesuatu suara nya jadi double dan itu mengganggu sekali,1
bagus,5
bisa menghasilkan cuan,5
menghibur banget,5
meskipun kurang tertarik aku coba kasih bintang 5 tapi lumayan lah buat hiburan,5
bagus tiktok,5
saya pernah punya akun tiktok seneng bangett bisa dm juga tapi sayang nya malah di suruh bikin akun baruu padahal saya umur nya udah 21 tahunn,5
mantap,5
"kok gk bsa dibuka knp sekarang tiktok kya gini sih jdi susah untuk masuk🤦🏻‍♀️, plis tiktok sekarang diperbaiki deh🙏🏻",1
luarbiasa,5
saya hanya ingin memberitahukan kenapa aplikasinya kalau loading bukanya lama banget kadang2 malah kayak ngefrem hape.,5
lama untuk updednya,1
aplikasinya bagus cuma bunus uangnya itu bisa ditarik gak sih,5
harap ber hati² beli di toko tik tok ini saya kena tipu dari yg jualaan di toko ini orangnya kerja sma penipu merugikan orang lain dan tak mau tangung jawab tolong kembalikan uang saya penjualan penipu semua,1
bagus,5
jelek sekali kenapa isi nya semua perindapan sidangkan saya orang indo 😭😭😭,1
aplikasinya suka keluar sndri gtau makin kesini makin buruk apk nya pdahal buat jualan,1
"aplikasi macam apa ini,masa untuk nonton fidio online aja hrus donlowd dulu,sharus nya sudah di siapkan Kya tiktok litee",1
bagus,4
bisa voice note,5
banyak followers,5
Sangat baik,5
"lemot,macet""gak jelas padahal sinyal bagus.kalau buka apk nya lama banget",1
bagus,5
lumayan buat hiburan,5
kenapa vidio saya tidak viral saya kecewa,1
keren,5
umur gw dah 19 tau masa ga bisa live lah aneh,2
bnyk konten konten porno dan tidak senonoh,1
gapapa,5
sangat bagus sekali aplikasinya,5
aplikasi ini menyenangkan,5
mantap !,5
"tiktok sekarang makin berat ajh ngbeag Mulu dan jlek, aplikasi berat dan abdetnyh gak ngotak makin naik Mulu makin jlek kualitas aplikasi coba deh jgn gini gua klo gini gua kasih bintang 1 ajh",1
Ok,5
ini sangat seru namun yg aneh nya itu ada satu knp ada yg live kata di luar live nya rawa rawa yg aneh nya itu pas masuk ada gambaran lagi nguxco itu yg aneh nya,4
TIK TOK SANGAT BAIK DAN BERGUNA UNTUK SAYA,5
bagus parah,5
padahal ruang penyimpanan semua masih aman kok bisa nge freeze ya,5
baguss tapi tolong kasih voice note di postingan orang biar enak aja,5
kontennya bagus2 penarikan pertama Rp500 berhasil semoga untuk selanjutnya lancar mantap..👍,5
"ga terlalu bagus,ga terlalu jelek",5
"apalah tiktok makin gak jelas, tiba-tiba aja jumlah pengikut ku bertambah terus padahal aku gak nge follow orang, benci kali aku kaya gini, katanya udah di hilang bug nya tapi sampai sekarang tetep ada",1
knpa ya tiktok aku setiap pake efek malah Poto..pdhl aku bikin vt pdhl..tolong dong knp ya..,5
suka ngleg mulu tiktok sekarang,5
tiktok tolong buatkan fitur untuk mengatur feed tiktok yg kita inginkan dan percepat adakan fiturnya,5
bagus sih bagus tapi virtual live ya gk bisa di ganti,4
"apalah tiba tiba sekali akun tiktok di blokir, melanggar komunitas juga kagak",1
"plisa tiktok update lagi biar program beta nya ga penuhh,saya pengen masuk program beta tapii penuhh,pliss tiktokk tolong di update yaa",4
aplikasi yg sangat baik dan terhibur,2
bagus aplikasi nya,5
ok lah,5
lemot amat,3
sangat bagus,5
sangat puas,5
"Setelah 3 tahun barulah saya perbaharui penilaian saya tentang tiktok. Untuk sekarang ini bagus, bisa tuk nyari duit..tapi sensitif pelanggaran juga sih.",4
aku sayang kamu,4
ngelag sering keluar tiba-tiba gimana nih min tolong perbaiki,1
aplikasi yang Bagus,5
bagus juga saya suka,5
"aku udah umur 22 pas ngelive kena pelanggaran karena di bawah umur, udah kirim foto identitas tetap aja ditolak",2
baguss,5
penarikan sangat mudah trus Jaya selalu,5
"banyak bugnya padahal singal uper lancar tapi di tiktok ngelag gak jelass, masih banyak bugnya",2
menghibur,5
lemot,1
"tolong donk gimana ini, udah di upgrade tapi paylater nya ga bisa di buka .. gimana cara bayarnya klo kaya gini.. tolong donk tik tok ..",2
parah sekarang setelah update sudah tidak ada gratis ongkir kirim barang lagi jadi mahal mau beli lagi juga.,1
kenapa punyaku beda dari yang lain ya,5
ok,5
ini gmn sih kok saya gak bisa buka tiktok ya,4
😆,5
Ok,5
maap ya saya beri bintang 4 soal nya sering banget tiktok saya ke bug coba minta solusi dong tapi apa apa nya bagus tapinya kenapa sering ke bug,4
ko lemot amat si ram masih aja sinyal bagus susah amt,1
tambahin lagu di catatan,3
tolong hapus orang yang spam like karena itu bisa membahayakan orang yang membuat video dan penonton jadi berkurang 😢😭,5
berguna banget,5
"Kenapa sih setiap aku buka tiktok cuma ada gambar nya doang terus tiba-tiba ada kata ""tiktok tidak menanggapi""",1
aneh akun aku gak bisa masuk udah 1 tahun. tiba² gak bisa di pake lg. padahal gak ada melakukan kesalahan,1
tidak bisa di perbarui atau update,1
aplikas ini sangat penting bagi anak sekolah kerana kalo tidak bisa bisa menggunakan Cici atau dola,5
"aneh banget lama lama, tiba tiba fitur lagu otomatis yang dipilihin tiktoknya langsung ketika kita pake efek di kamera itu tiba tiba hilang di aku, gabisa dipake, padahal di tiktok temen aku yang kain pada bisa, udah coba uninstall emang bisa, tapi setelah beberapa jam kemudian gabisa lagi itu fitur, padahal itu fitur yang bener bener aku sukaa karna kadang bingung kalau mau bikin video pake lagu apa",1
aplikasi ini bagus tapi sayangnya akun aku blum fyp😊,5
Kenapa lama menginstal nya terus gak bisa ke donlod,2
aku suka bgt deh sma tiktok aku jdi banyak temen deh😋,5
"Hey TikTok, please delete the photo comet and sticker comments. I saw sad news on TikTok. They even flooded the comments with completely disrespectful comments by sending joke stickers.",5
makan memori banyakk,3
mengagumi,5
bagus mantap,5
kamera tiba-tiba gelap,1
"aplikasinya oke, tapi buang aja tiktok shop nya kaya dulu banyak toko yang ga amanah",3
mantap,5
bagus banget,5
bosok suk,1
"aku suka pake tiktok, termasuk bisa edit foto-foto, bisa pesan apa yang menarik di tiktok shop. tapi tidak tau mengapa, dan apa, akun aku tiba-tiba kok di blokir ssihhh, duhhh kesal bangattt😣😣 pada hal aku tidak post yang aneh-aneh deh Ditambah lagi ada pesanan aku di tiktok shop lagi, lebih baik aku tidak bayar paketnya,,,,😡😡😡",1
sangat baik,5
tiktok brengsek ini gw buka tiktok sampe ngprem terus kaga aupdate kaga bisa dibuka sampe Gedeg banget ini gw,1
aplikasi macam apa ini bintang satu lah gada fitur edit chat,1
seru,5
Bagus,5
oke,5
lemot tak uninstal tak download lagi malah gak bisa dibuka 😏😏,2
sangat menyenangkan,5
bagus,4
"bagus,,menambah byk teman",4
jaringan stabil tp lemotnya minta ampun,1
mantap,5
kok TikTok saya nggak ada tata letak nya padahal udah sering update saya memakai hp Infinix smat 7 tolong dong guys ini gimana kok nggak ada yah,3
bagus banget,5
kadang aplikasi ini engga bisa di pencet jadi kesel,4
tolong tambahin fitur bikin konten nonton dapat cuan dari nonton video kinten kita.ini guna untuk membantu ekonomi keluarga yg kurang mampu tolong bgt kerjasama nya saya juga butuh untuk study tour lebih 5000jt rupiah,5
byk informasi dpt dari apk ini thankyu,5
bagus bagus aj cmn kadang² lemot,4
baguss banget,5
"sering terjadi bug di video pencarian suara video pertama atau beberapa video setelah nya jadi double dan gk hilang hilang walaupun di close, hilang ketika aplikasi dipaksa berhenti",1
karena membantu,5
sukaa bngtt smaa aplikasi ini 💕,5
gw kasih bintang lima biar di lihat banyak orang kalo fitur nya makin lama makin gajls bikin video aja kadang sekarang suka eror ga kayak dulu,5
bagus tapi banyak pelanggaran yang tidak jelas diberikan tiktok,4
kecewa dengan tiktok shop masa barangnya udah dikembalikan tapi uang gak dikembalikan,1
mantabbbbb,5
aplikasi yang sangat bagus dan membantu masyarakat indonesia untuk mendapat income lewat sosial media,5
bintang 🌟🌟🌟🌟🌟,5
Mantap,5
ini sangat bagus,5
"sebenernya bagus, cuma sering banget ngebug di Iqoo z9x",2
"APKK JELEKKK, RACHELL GA SUKAAA, HAOUSS AJA DARII DUNIAA, BIKINN KESELLL, TIKTOKK PILIHH KASIHH, PUNYAA RACHELL GA BISA GANTI GAYAA CHATT BALONNN🤬🤬 JELEKKKK🤬🤬",1
bagus sih,4
min ko aku belum ada vitir vn di tiktok,5
pas dibuka gak bisa tolong di perbaiki lagi,1
bagus banget,5
aplikasi ini keren banget dehh pokoknya seru,5
aktipkn tiktok,5
sangat bagus saya suka😍😍,5
ok,5
bagus dan seru,5
Sangat menyenangkan,5
"soundnya nyangkut mulu tiap lg scroll jd ke double gitu suaranya, tolong perbaiki lg bugnya",1
"Ga jelas, sering lemot, dan keluar sendiri..",4
bagus sekali,5
ok,5
TIKTOK BAPERAN,1
makin parah tiktok makin error,1
Ga j3las,1
banyak bocil esempeh 😡,3
suka.,5
ini alus,5
ok,5
tiktok knp lagi ini,1
gajelas masa lagi buka tiktok langsung ada pidio sesat,2
Gj aneh gak bikin pelanggaran kok di band,1
i like it,4
"Bagus banget dari game sebelah, mantap",5
"aplikasinya sering keluar2.baru masuk aplikasi, lemot langsung keluar dari aplikasinya ,mohon diperbaiki",1
bagus,5
karena tidak bisa di buka,1
"ini tiktok. kalau ada komen yang menyalahi, dilapor, tp selalu mengatakan tidak melanggar aturan komunitas kami, tidak pernah menerima laporan",1
bagus aj,5
bagus,1
sangat suka tapi aku mohon jangan. di perlambat buka nya dan tidak ngelag,1
kenapa tiktok ngk bisa di donload lagi kenapa di nonaktif kan,2
mantappppppp,5
butut,1
"fitur Tidak tertarik di tiktok ngapain di tambahin kalo ga guna, udah di pencet berkali kali tetep aja ga ngaruh apa lagi fitur preferensi konten,kalo ga guna ngapain di tambahin",1
menghibur pokonya bikin seneng bisa nyari grup wa dapet temen dll pokoknya ini aplikasi paling bes,5
aku suka banget sama Tik tok,5
TOLONG AKTIF KAN FITUR FOTO LIVE SYA,5
bagus,5
mengapa pas aku mau login pake akun tiktok lite pas aku verifikasi akun tiktok tak bisa dan bagaimana cara kata sistem tak mengenal mu atau akun tak ditemukan sedih deh,1
aplikasi nya yang in sangat meng hibur,5
kenapa di aku berhenti berfungsi ya,3
"saya minta kembalikan uang saya, sya beli brg sya tak cocok, sya kembalikan dipersulit tiktok, ambil uang panas dari layanan konsumen setia anda, semoga platform jdi awal kehancuran kedepannya, Amin...",1
bagus apik gelooo,5
kakean ngebug cok dancok,1
bagussss bgtt,5
apk macam apa ini nggak tau pelanggaran ya apa eh tiba tiba di blok permanen akun nggak bisa main ttk lagi seumur hidup minta di pulihin eh malah nggak bisa,1
sangat bagus,5
bagus aplikasinya,5
Lemot amat ya allah kadang aplikasi tidak mengizinkan aneh amat,5
"suaranya sering bocorrr, hp dimatiin tetap nyala suaranya, liat tutor apapun gabisa kecuali di restart, pls benerin",1
🤩,5
"TikTok sekarang gak menarik banget banyak lagu lagu yang di banned jadi gak seru, gak kaya tiktok dulu, masa aku ngedit 1 video udah diulang ditambahi musik lain berulang kali biar gak dibisukan tetep dibisukan jadi malesss banget, sekarang lebih suka aplikasi sebelah",1
tiktok sekarang tuh kenapa ya suka ngeleg sendiri mati sendiri dan buka nya lama banget apa lagi buka tiktok shop suka ngeleg apalagi kalau mau mesen barang suka tiba tiba mati sendiri tolong perbaiki aplikasinya,3
tolong dong tiktok pas abis di update filter gabisa trus favorit pada ilang benerin tolong dong gimana ini?!,3
banya iklan nya ga enak guys sebentar bentar iklan benci,1
mantap,5
karena bgs bgs video nya dan bisa nonton live Semoga bisa fyp video saya sekian terimakasih,5
bagus banget,5
terimah kasih,5
"aneh, akun gw dibanned dengan alasan GK jelas, padahal cuma live game, aneh lu toktok",1
lumayan,5
kasih fitur vc,5
video nya menarik sekali kalian bisa punya akun di tiktok seperti menonton komedi,5
bagus dan aku bisa tiktokan dencd brzail,5
bikin ngelag,1
sangat jelek,1
seru aplikasinya saya menjadi seneng,5
gut,5
pokonya seru poll,5
jujurr tik tok bikin candu banget wee😖,5
"dikit dikit update, dikit dikit update,perasaan baru minggu kemaren di update. heran bgt",1
banyak hekernya,1
tiktok ini luar biasa,5
tiktok ini sangat seru kita bisa tulis yang kita mau loh seruu banget deh,5
sangat bagus,5
ngebut terus suara sering bocor,1
baguss👍,5
sagat menyenang kan,5
tiktok sangat menghibur dan menyenangkan ada hal2 baru aku dpt disini dan banyak fitur2 yg berguna tetapi ada masih bug yg bikin pengalaman saya jadi tidak enak yaitu setiap saya scroll tiktok biasanya vt nya berwarna hitam dan tidak ada isinya hanya ada suaranya dan saya harus keluar lagi untuk membuka tiktok jadi tolong dev tiktok bisa diperbaiki bug tersebut jujur tiktok mengubah hidup saya,4
minta pap muka di dm an malah kena pl aneh b1,1
pengembalian dana saya dari suatu toko sangat lama diselesaikan. Selali dijawab oleh robot dan diminta menunggu,1
fitur shop diberanda di saya kenapa jadi teman gimana cara memunculkannya?,3
perbanyak viusw ya karna aku mau cepet kaya,5
baaaaguuuss,5
seru banget bisa ngedit gak bikin bosenin😁,5
Kenapa apk tiktok ini tidak bisa di instal hp samsung Note 3 sm-N900,1
cukup menghibur,5
aplikasinya bagus banget,5
ini game apasih masa video semua,1
sangat membantu dalam mencari inspirasi seperti cara memasak dll.,5
"halo tiktok saya sengaja kasih buntang lima biar di baca ini kenapa pas nonton tiktok pasti muncul tiktok tidak menanggapi padahal sinyal dan memori saya aman aman aja.Nah abis di download ulang tiktok ,saya coba scorl malah berat banget. Tolong perbaiki aplikasi nya",5
"tolong pengembalian dana tiktok shop jangan minimal 50 lah, minimal brpa aja kek gitu, ribet banget hrus 50 ribu ribet banget",2
Karena jelek umur di bawah 16 tahun dilang,1
bug suara. lagu vt masih nyala saat menutup aplikasi,1
"Banyak bug banget bahh, buka tiktok baru 10 menit kadang lag, kadang balik ke logo Tik tok lagi aneh emang moga cepet di perbaiki dah tik tok biar enak kayak dulu",1
😍,5
alasan memberi bintang empat karena boros tapi aku suka fungsi fungsi lainnya aku mau tiktok lite tapi tidak mau di download tolong kasih saran agar aku main tiktok tidak boros,4
bagus,5
tiktok mana vitur vn nyaa!!!??,3
seru,5
keluhan saat beralih akun FB ke tiktok nggak bisa.. akhirnya hilang akun tiktok yang lama.,5
BAGUS,5
tiktok sosial media yang bagus untuk dipakai postingan video atau foto bisa dengan teman-teman mencari penghasilan uang juga,5
banyak bug,1
"kenapa si sering di instal, stiap masuk tiktok tiba2 keluar sendiri, nggak sekali dua kali tp sering.",3
gj bet padahal gw bikin konten aja dada kok di block mana permanen lagi,1
akun saya terkena pelanggaran komunitas alasan nya aktivitas dan layanan sexsual padahal saya tidak pernah sekalipun menyebarkan hal² yang berbau pornografi,1
woii gua kok gak bisaa vn padahal uda di ######,5
mantap gasss,5
KARNA YANG BARU DOWNLOAD GABISA MASUK HARUS AMU APASIH ADA YANG BIMBING ORTU LAHHHHHHB YANG KAGA ADA ORTU GIMANEE ANJJJ,1
tiktok ga seru ga bisa chatt sama teman dulu padahal bisa Lo tapi sekarang ga berfungsi tolong yang membuat tiktok benerin biar aku bisa chatt ngbrol sam teman ku tolong tiktok,2
karena sangat menarik,5
baguss bgtt tapi kalo hp panas ko gabisa di pake?,5
aku ingin tambahan fitur komen video juga,1
tik tok ko aku ga bisa chat temen sama liat live gimana ini tik tok,1
apa coba pake wifi masuk vidio off terus,1
ok,5
aturan tiktok semakin kejam sama penjual,1
hallo tiktok tolong di perketat lagi ya aturan komuniti di tiktok,5
🥳👍👍👍👍,5
gimana sih kok tiktok saya gabisa dibuka sama sekali,1
bagus banget aplikasiya a tpi aku sedih akun ku kebelokir teruss,5
maaf cuma bisa kasih dua poin soal nya banyak film 18 ke atas dan masih banyak anak di mawah umur yang nonton tik tok jadi bisa kah kalian hapus film 18,2
bagussssss asikkkkkk,5
Tik tok ku habis ke hapus tau tau setelah di unduh lagi udah ga ada tokoh kayak biasaa pengen nagis sumpah padahal ga kebiasaan aku kalo ga ada tokoh di seperti biasanya,4
"Garbage app, why do I have to wait so long when I try to log in? That's weird. It's usually not like that!",1
sangat membantu untuk beli online,5
refund dari tiktok sudah cepat tapi saya kebingungan untuk memindahkan saldo refund ke ewallet seperti dana gopay karena di pilihan cuman ada transfer bank tolong tambah kan metode penarikannya,5
aplikasi IQ rendah,1
"bintang 1 buat tiktok , yang tiba tiba baned saat fyp",1
plis tambah voice note di komentar,5
